epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
85,1865.78,1.05739,0.93356,1.54511,0.02824,0.8467,0.65047,0.78053,0.5552,1.06424,0.95905,1.5035,0.01446,0.00164105,0.00164105,0.00164105
86,1887.77,1.0232,0.87157,1.49232,0.02523,0.81233,0.6937,0.7977,0.56762,1.06603,0.93946,1.49299,0.01382,0.00163303,0.00163303,0.00163303
87,1910.67,1.03343,0.86033,1.51092,0.02585,0.82756,0.69841,0.78988,0.55959,1.06769,0.92931,1.4987,0.0142,0.00162494,0.00162494,0.00162494
88,1932.84,1.02246,0.84782,1.51186,0.02733,0.87374,0.66969,0.79877,0.56777,1.06638,0.93254,1.4976,0.01465,0.00161678,0.00161678,0.00161678
89,1955.27,0.98255,0.81741,1.47687,0.02553,0.85533,0.68817,0.80858,0.57998,1.04176,0.8857,1.4742,0.01385,0.00160855,0.00160855,0.00160855
90,1977.65,1.01358,0.85204,1.49578,0.02575,0.86092,0.65335,0.7948,0.57085,1.05113,0.90868,1.49784,0.0138,0.00160026,0.00160026,0.00160026
91,2000.01,0.99617,0.8279,1.44586,0.02477,0.82963,0.68561,0.78262,0.55152,1.06366,0.93606,1.47972,0.01472,0.00159191,0.00159191,0.00159191
92,2023.07,0.97627,0.80781,1.43021,0.02485,0.855,0.69138,0.80696,0.58319,1.05362,0.89,1.46676,0.01358,0.00158349,0.00158349,0.00158349
93,2046.04,1.00524,0.84837,1.44618,0.02723,0.8354,0.69022,0.7993,0.57603,1.04882,0.89601,1.44741,0.01346,0.00157501,0.00157501,0.00157501
94,2070.09,0.97826,0.8057,1.4347,0.0245,0.85652,0.68868,0.81311,0.58791,1.05848,0.88096,1.4929,0.01403,0.00156646,0.00156646,0.00156646
95,2094.4,0.98349,0.81983,1.45711,0.02657,0.84418,0.69636,0.80034,0.56542,1.06327,0.92953,1.46593,0.01455,0.00155786,0.00155786,0.00155786
96,2117.53,0.99232,0.81666,1.43626,0.02714,0.87949,0.6723,0.8054,0.57789,1.0557,0.90016,1.45916,0.01283,0.00154919,0.00154919,0.00154919
97,2140.26,0.99759,0.81516,1.43791,0.02641,0.84859,0.68612,0.80277,0.57732,1.04226,0.86858,1.43918,0.01279,0.00154047,0.00154047,0.00154047
98,2162.56,0.9787,0.80391,1.44261,0.02513,0.84941,0.69124,0.80455,0.57352,1.06971,0.88683,1.49432,0.01429,0.00153169,0.00153169,0.00153169
99,2184.86,1.0042,0.82506,1.46952,0.02565,0.85819,0.69892,0.81488,0.57967,1.04885,0.88491,1.44419,0.01441,0.00152285,0.00152285,0.00152285
100,2207.92,0.98789,0.81151,1.43771,0.02638,0.84173,0.70097,0.79788,0.56615,1.05422,0.90212,1.45672,0.01472,0.00151395,0.00151395,0.00151395
101,2230.77,0.953,0.79641,1.4137,0.02449,0.84278,0.69073,0.79285,0.57517,1.04375,0.88648,1.48922,0.01356,0.001505,0.001505,0.001505
102,2253.39,0.95049,0.78505,1.43878,0.02457,0.83266,0.69124,0.79456,0.57549,1.03167,0.89095,1.45457,0.01309,0.00149599,0.00149599,0.00149599
103,2275.88,0.95017,0.76314,1.41297,0.02513,0.89603,0.66155,0.80979,0.59426,1.01978,0.88142,1.44745,0.01322,0.00148694,0.00148694,0.00148694
104,2298.46,0.95699,0.76597,1.42294,0.02507,0.85161,0.69056,0.80809,0.57833,1.04546,0.87116,1.46245,0.01386,0.00147783,0.00147783,0.00147783
105,2320.72,0.94293,0.75067,1.40934,0.02445,0.8749,0.69111,0.81557,0.59917,1.02817,0.867,1.45837,0.01333,0.00146866,0.00146866,0.00146866
106,2343.65,0.97319,0.78302,1.43234,0.02667,0.85642,0.68408,0.79805,0.57079,1.03568,0.87033,1.43971,0.01302,0.00145945,0.00145945,0.00145945
107,2367.03,0.94737,0.76506,1.40789,0.02288,0.85572,0.69585,0.80989,0.57497,1.04849,0.86796,1.44673,0.01419,0.00145019,0.00145019,0.00145019
108,2390.54,0.96485,0.7734,1.41919,0.02531,0.84831,0.68356,0.79832,0.57121,1.04585,0.8675,1.48133,0.01393,0.00144088,0.00144088,0.00144088
109,2414.05,0.96445,0.77226,1.41695,0.02635,0.8701,0.67223,0.79475,0.57375,1.0417,0.90038,1.44327,0.01453,0.00143152,0.00143152,0.00143152
110,2436.75,0.94242,0.76505,1.39143,0.02498,0.85393,0.70251,0.8103,0.59247,1.02524,0.86042,1.44804,0.01246,0.00142212,0.00142212,0.00142212
111,2459.66,0.93284,0.76425,1.39172,0.02117,0.86161,0.69432,0.81032,0.58406,1.02498,0.87456,1.42301,0.01322,0.00141267,0.00141267,0.00141267
112,2483.19,0.93671,0.75244,1.37575,0.02286,0.84012,0.70763,0.81015,0.57642,1.03147,0.86587,1.42318,0.01291,0.00140318,0.00140318,0.00140318
113,2505.95,0.94582,0.76055,1.39076,0.02203,0.8861,0.68516,0.81624,0.5874,1.03042,0.85862,1.4371,0.01246,0.00139364,0.00139364,0.00139364
114,2528.66,0.93943,0.75063,1.41909,0.02393,0.81693,0.71685,0.79711,0.56939,1.04285,0.87694,1.42169,0.01392,0.00138406,0.00138406,0.00138406
115,2551.54,0.9436,0.75687,1.3906,0.02533,0.85048,0.70661,0.81222,0.58849,1.01993,0.8635,1.43094,0.01256,0.00137444,0.00137444,0.00137444
116,2574.07,0.93208,0.7398,1.3834,0.02399,0.84021,0.70003,0.80121,0.57993,1.02492,0.86206,1.40731,0.01309,0.00136478,0.00136478,0.00136478
117,2597.06,0.94159,0.75002,1.3988,0.02637,0.83036,0.71933,0.81451,0.58024,1.02746,0.85459,1.42287,0.01254,0.00135509,0.00135509,0.00135509
118,2620.88,0.93651,0.74673,1.37806,0.02348,0.86142,0.69385,0.80697,0.58451,1.02273,0.84822,1.42538,0.01297,0.00134535,0.00134535,0.00134535
119,2644.45,0.91434,0.7224,1.35257,0.02375,0.85278,0.70968,0.80911,0.58091,1.03195,0.85133,1.41664,0.01229,0.00133558,0.00133558,0.00133558
120,2669.42,0.92259,0.71866,1.36695,0.02324,0.86602,0.71156,0.80944,0.57786,1.03754,0.85113,1.40169,0.01315,0.00132577,0.00132577,0.00132577
121,2692.06,0.92335,0.7333,1.35737,0.02187,0.84883,0.70148,0.81212,0.58758,1.02923,0.85085,1.42686,0.0128,0.00131593,0.00131593,0.00131593
122,2715.4,0.90168,0.71329,1.3444,0.02102,0.80705,0.72173,0.80409,0.58797,1.01818,0.84043,1.43742,0.01208,0.00130605,0.00130605,0.00130605
123,2738.49,0.91067,0.73392,1.35795,0.02292,0.87908,0.69237,0.80926,0.59116,1.01317,0.84796,1.42486,0.01251,0.00129614,0.00129614,0.00129614
124,2761.51,0.89922,0.7173,1.36562,0.02404,0.86934,0.70181,0.81408,0.58022,1.00607,0.84628,1.40906,0.01251,0.0012862,0.0012862,0.0012862
125,2785.1,0.90163,0.69805,1.35757,0.02307,0.85678,0.69995,0.81419,0.59181,1.0132,0.84249,1.40982,0.01258,0.00127623,0.00127623,0.00127623
126,2807.56,0.88531,0.68278,1.34285,0.02043,0.86369,0.69892,0.80916,0.59344,0.98227,0.83121,1.38484,0.01209,0.00126623,0.00126623,0.00126623
127,2829.33,0.91835,0.70864,1.35832,0.02475,0.84935,0.71685,0.81246,0.58425,1.01573,0.85928,1.40996,0.01284,0.0012562,0.0012562,0.0012562
128,2850.63,0.91092,0.70221,1.36069,0.02203,0.87862,0.69681,0.81605,0.59642,1.01043,0.83641,1.40248,0.01237,0.00124615,0.00124615,0.00124615
129,2873.12,0.90186,0.686,1.34539,0.01979,0.8509,0.7159,0.81232,0.5868,1.02292,0.84952,1.40724,0.01149,0.00123607,0.00123607,0.00123607
130,2896.55,0.89072,0.69004,1.3368,0.01822,0.84637,0.71652,0.81373,0.59182,1.00107,0.82485,1.40875,0.0112,0.00122596,0.00122596,0.00122596
131,2918.64,0.89945,0.69891,1.35268,0.02269,0.84238,0.71173,0.82452,0.60258,0.99448,0.82938,1.39628,0.01157,0.00121583,0.00121583,0.00121583
132,2941.08,0.89195,0.69453,1.3186,0.0207,0.87498,0.6938,0.80792,0.58903,1.00383,0.83367,1.40018,0.01248,0.00120568,0.00120568,0.00120568
133,2964.37,0.8737,0.67368,1.31359,0.0221,0.87657,0.70558,0.81854,0.59299,0.99891,0.82278,1.39688,0.0117,0.00119551,0.00119551,0.00119551
134,2986.39,0.87018,0.68587,1.31421,0.02136,0.85982,0.72657,0.82592,0.60444,1.00034,0.8045,1.38965,0.012,0.00118531,0.00118531,0.00118531
135,3008.2,0.87713,0.67813,1.32369,0.01901,0.84766,0.71787,0.81372,0.59272,1.01217,0.82579,1.41623,0.01228,0.0011751,0.0011751,0.0011751
136,3031.19,0.8897,0.67165,1.32856,0.02257,0.85152,0.73323,0.82734,0.6073,0.99127,0.80529,1.38559,0.01078,0.00116487,0.00116487,0.00116487
137,3054.42,0.88256,0.6769,1.35261,0.02208,0.89267,0.68566,0.81982,0.59897,1.01466,0.86188,1.40739,0.01321,0.00115462,0.00115462,0.00115462
138,3075.38,0.88256,0.67401,1.32524,0.02074,0.86121,0.71804,0.82016,0.59803,0.99553,0.82248,1.3969,0.01179,0.00114436,0.00114436,0.00114436
139,3096.81,0.85082,0.6433,1.3134,0.02076,0.86382,0.71173,0.81721,0.60351,0.98407,0.81063,1.39072,0.01179,0.00113408,0.00113408,0.00113408
140,3119.42,0.84912,0.63585,1.29769,0.01873,0.84669,0.71828,0.80662,0.58635,1.00688,0.83586,1.41013,0.01255,0.00112379,0.00112379,0.00112379
141,3142.44,0.86212,0.65245,1.30843,0.02162,0.87743,0.70456,0.81445,0.60094,1.00141,0.82551,1.3917,0.01242,0.00111348,0.00111348,0.00111348
142,3165.04,0.86054,0.65047,1.30314,0.02126,0.86784,0.71429,0.82172,0.60397,0.99137,0.81758,1.38947,0.012,0.00110317,0.00110317,0.00110317
143,3187.89,0.87001,0.66707,1.3163,0.02177,0.8936,0.69841,0.8208,0.60457,0.98099,0.8113,1.37179,0.01199,0.00109284,0.00109284,0.00109284
144,3212.28,0.85599,0.64855,1.29759,0.01921,0.87257,0.72145,0.83411,0.61299,0.9985,0.79491,1.41137,0.01145,0.00108251,0.00108251,0.00108251
145,3236.55,0.86404,0.66552,1.31436,0.02047,0.86198,0.70672,0.81305,0.59061,0.9992,0.8487,1.40574,0.01194,0.00107216,0.00107216,0.00107216
146,3259.32,0.85527,0.6601,1.30028,0.01985,0.83608,0.73648,0.82923,0.60492,0.98049,0.80642,1.38241,0.01111,0.00106181,0.00106181,0.00106181
147,3282.78,0.83676,0.6467,1.29176,0.02109,0.8897,0.70353,0.82839,0.61045,0.99742,0.82105,1.38839,0.01266,0.00105146,0.00105146,0.00105146
148,3305.78,0.85491,0.64372,1.29396,0.02047,0.87865,0.71633,0.83231,0.61746,0.9842,0.79964,1.37442,0.0117,0.0010411,0.0010411,0.0010411
149,3328.94,0.84621,0.6338,1.29034,0.01848,0.86451,0.71941,0.8302,0.61076,0.9825,0.80042,1.37323,0.01125,0.00103073,0.00103073,0.00103073
150,3350.68,0.83901,0.6358,1.27258,0.01953,0.86749,0.71399,0.83093,0.6128,0.97311,0.78438,1.36953,0.01122,0.00102037,0.00102037,0.00102037
151,3372.96,0.86819,0.6541,1.29217,0.02053,0.86111,0.7235,0.82045,0.59643,0.98782,0.80632,1.38368,0.01078,0.00101,0.00101,0.00101
152,3395.15,0.82833,0.62661,1.2724,0.01957,0.88412,0.7071,0.82805,0.60794,0.9919,0.79594,1.39317,0.01141,0.000999633,0.000999633,0.000999633
153,3417.72,0.84635,0.63036,1.27213,0.01928,0.85006,0.71992,0.82852,0.62062,0.98213,0.79468,1.38111,0.01077,0.000989267,0.000989267,0.000989267
154,3440,0.85513,0.65036,1.28303,0.02098,0.85756,0.71531,0.81922,0.60171,0.99344,0.81032,1.38297,0.01152,0.000978903,0.000978903,0.000978903
155,3462.61,0.80863,0.60863,1.25856,0.0171,0.87567,0.70683,0.83378,0.61223,0.9816,0.78774,1.38191,0.01105,0.000968543,0.000968543,0.000968543
156,3486.24,0.8198,0.61967,1.28208,0.01822,0.87289,0.70674,0.82908,0.61169,0.98636,0.79783,1.39425,0.01081,0.000958187,0.000958187,0.000958187
157,3509,0.82251,0.61653,1.28566,0.01717,0.86787,0.70865,0.82432,0.60976,0.97994,0.79677,1.38793,0.01113,0.000947837,0.000947837,0.000947837
158,3531.58,0.83588,0.62156,1.26862,0.0202,0.87109,0.70917,0.82427,0.61678,0.99844,0.82965,1.39113,0.01155,0.000937494,0.000937494,0.000937494
159,3554.19,0.80482,0.60173,1.26265,0.01684,0.86025,0.7092,0.82688,0.61082,0.97416,0.79641,1.36714,0.01078,0.000927159,0.000927159,0.000927159
160,3576.88,0.83424,0.62059,1.28976,0.02104,0.87201,0.71633,0.82526,0.61205,0.98746,0.80746,1.38027,0.01118,0.000916833,0.000916833,0.000916833
161,3599.5,0.82097,0.61475,1.24828,0.0188,0.87101,0.72299,0.83134,0.61158,0.97576,0.78163,1.37623,0.01135,0.000906517,0.000906517,0.000906517
162,3622.14,0.82464,0.60197,1.25721,0.02005,0.86603,0.73815,0.84073,0.6279,0.97163,0.77313,1.37303,0.01064,0.000896212,0.000896212,0.000896212
