epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
16,1132.63,0.99935,0.78409,1.32605,0.01258,0.84738,0.78725,0.87978,0.62781,1.04133,0.91132,1.32288,0.01139,0.00199561,0.00199561,0.00199561
17,1206.21,0.96637,0.73204,1.30536,0.01416,0.8827,0.80533,0.89538,0.64982,1.03656,0.85368,1.33961,0.00953,0.001995,0.001995,0.001995
18,1280.07,0.9846,0.74991,1.29892,0.01289,0.86549,0.81459,0.88799,0.64507,1.02632,0.8516,1.32182,0.01078,0.00199436,0.00199436,0.00199436
19,1353.95,0.96639,0.7194,1.2768,0.0136,0.86693,0.77716,0.87027,0.6296,1.03599,0.86548,1.34597,0.00919,0.00199368,0.00199368,0.00199368
20,1427.53,0.96883,0.77275,1.28123,0.01303,0.85533,0.79482,0.87905,0.62896,1.03012,0.84922,1.35038,0.01061,0.00199295,0.00199295,0.00199295
21,1500.76,0.95017,0.73057,1.26417,0.01294,0.87982,0.78348,0.88665,0.64349,1.01257,0.82903,1.30835,0.01102,0.00199219,0.00199219,0.00199219
22,1574,0.95095,0.72614,1.25615,0.01279,0.90455,0.79823,0.9048,0.6691,1.00312,0.80719,1.29358,0.00917,0.00199139,0.00199139,0.00199139
23,1647.9,0.94066,0.6738,1.22573,0.0113,0.88521,0.82618,0.90622,0.66105,0.99979,0.79729,1.27149,0.0084,0.00199056,0.00199056,0.00199056
24,1721.68,0.92697,0.67021,1.2203,0.01238,0.87061,0.80724,0.88585,0.66538,0.97921,0.81484,1.29296,0.00772,0.00198968,0.00198968,0.00198968
25,1795.32,0.90463,0.68048,1.21513,0.01103,0.8964,0.80216,0.90012,0.66132,1.01262,0.78726,1.28073,0.00829,0.00198877,0.00198877,0.00198877
26,1869.15,0.924,0.6719,1.22103,0.01258,0.88915,0.81186,0.89804,0.65714,0.98195,0.8226,1.29275,0.00837,0.00198781,0.00198781,0.00198781
27,1942.91,0.88939,0.65372,1.20237,0.00987,0.89111,0.81391,0.90524,0.66792,0.97147,0.7732,1.26781,0.00806,0.00198682,0.00198682,0.00198682
28,2017.9,0.92319,0.66657,1.22127,0.01232,0.90065,0.78732,0.89086,0.66108,0.97255,0.78266,1.27773,0.01018,0.00198579,0.00198579,0.00198579
29,2091.51,0.90319,0.65745,1.20639,0.01217,0.8907,0.79989,0.89191,0.64194,0.9904,0.79573,1.27435,0.00913,0.00198472,0.00198472,0.00198472
30,2165.27,0.88507,0.63371,1.19411,0.01131,0.91289,0.80011,0.90337,0.67063,0.97509,0.76344,1.27713,0.00906,0.00198361,0.00198361,0.00198361
31,2238.97,0.86748,0.60851,1.18665,0.01036,0.89332,0.82768,0.90268,0.67368,0.96454,0.75787,1.3043,0.00953,0.00198246,0.00198246,0.00198246
32,2312.68,0.87043,0.60608,1.17353,0.01125,0.88698,0.8364,0.90963,0.67842,0.95084,0.75563,1.2533,0.00759,0.00198128,0.00198128,0.00198128
33,2386.38,0.84587,0.57673,1.17317,0.00919,0.89028,0.83504,0.9166,0.68393,0.94632,0.73596,1.2811,0.00806,0.00198006,0.00198006,0.00198006
34,2460.03,0.83767,0.58519,1.15942,0.00961,0.89312,0.82481,0.91188,0.68896,0.94497,0.72503,1.27854,0.00721,0.0019788,0.0019788,0.0019788
35,2533.9,0.84596,0.58254,1.18009,0.00995,0.903,0.80982,0.901,0.66644,0.96593,0.77334,1.2748,0.00809,0.0019775,0.0019775,0.0019775
36,2607.83,0.854,0.59635,1.16842,0.00984,0.89687,0.81213,0.9067,0.68598,0.96816,0.79335,1.28887,0.00791,0.00197616,0.00197616,0.00197616
37,2681.71,0.84396,0.58805,1.17466,0.00908,0.895,0.82209,0.90431,0.66949,0.9837,0.77206,1.29165,0.0079,0.00197478,0.00197478,0.00197478
38,2755.24,0.83414,0.57735,1.15157,0.00832,0.90992,0.80232,0.90353,0.67926,0.97189,0.76093,1.26468,0.00981,0.00197337,0.00197337,0.00197337
39,2828.65,0.8317,0.57042,1.15407,0.00861,0.91605,0.81731,0.91337,0.69232,0.93904,0.73728,1.22555,0.0075,0.00197192,0.00197192,0.00197192
40,2902.51,0.83958,0.61802,1.16817,0.009,0.90794,0.80676,0.90383,0.68625,0.95187,0.75761,1.24761,0.0074,0.00197043,0.00197043,0.00197043
41,2976.69,0.81894,0.56716,1.13846,0.00908,0.8883,0.84322,0.91463,0.69922,0.94079,0.75957,1.22626,0.00709,0.0019689,0.0019689,0.0019689
42,3050.42,0.81335,0.54804,1.14613,0.00884,0.91774,0.82413,0.91988,0.70022,0.91903,0.70569,1.22805,0.00706,0.00196733,0.00196733,0.00196733
43,3124.34,0.8148,0.54066,1.14035,0.00901,0.89113,0.84185,0.91903,0.69369,0.9481,0.7241,1.25613,0.00714,0.00196573,0.00196573,0.00196573
44,3198.06,0.81381,0.53113,1.13273,0.00916,0.88992,0.83981,0.91338,0.68387,0.94618,0.71955,1.25233,0.00777,0.00196409,0.00196409,0.00196409
45,3271.79,0.78912,0.52072,1.11914,0.00857,0.85794,0.85215,0.90684,0.6835,0.93398,0.73374,1.23637,0.00736,0.00196241,0.00196241,0.00196241
46,3345.51,0.797,0.52674,1.12573,0.00824,0.90121,0.8395,0.91873,0.68235,0.94312,0.71229,1.2398,0.00771,0.00196069,0.00196069,0.00196069
47,3418.9,0.78404,0.51426,1.10948,0.00793,0.90556,0.82357,0.91166,0.67318,0.9502,0.75208,1.24191,0.00738,0.00195894,0.00195894,0.00195894
48,3492.17,0.77584,0.51305,1.09267,0.00763,0.89348,0.84048,0.91883,0.70254,0.92417,0.69939,1.25084,0.00736,0.00195714,0.00195714,0.00195714
49,3565.97,0.77295,0.51025,1.10263,0.00792,0.88853,0.82958,0.91106,0.69304,0.92938,0.71489,1.2166,0.00807,0.00195532,0.00195532,0.00195532
50,3639.63,0.75907,0.50005,1.09512,0.0082,0.89371,0.83776,0.91523,0.71337,0.90979,0.68792,1.22857,0.0072,0.00195345,0.00195345,0.00195345
51,3713.58,0.76563,0.51069,1.08641,0.00864,0.89459,0.83299,0.91005,0.69772,0.91827,0.68274,1.22562,0.00661,0.00195155,0.00195155,0.00195155
52,3787.39,0.74802,0.48973,1.06685,0.00846,0.89805,0.83981,0.91913,0.70304,0.90245,0.68848,1.19496,0.00591,0.00194961,0.00194961,0.00194961
53,3861.01,0.7538,0.48803,1.08307,0.00776,0.91825,0.8364,0.92508,0.71108,0.91247,0.67134,1.20216,0.00628,0.00194763,0.00194763,0.00194763
54,3934.39,0.74472,0.482,1.07182,0.0078,0.92605,0.81868,0.91011,0.69971,0.90425,0.70877,1.19978,0.00729,0.00194561,0.00194561,0.00194561
55,4009.17,0.73007,0.46718,1.05659,0.00781,0.89274,0.83776,0.91257,0.70146,0.8929,0.69422,1.20241,0.00681,0.00194356,0.00194356,0.00194356
56,4082.44,0.72869,0.47658,1.07144,0.00815,0.89774,0.82618,0.91339,0.70182,0.90877,0.70178,1.2169,0.00712,0.00194147,0.00194147,0.00194147
57,4156.01,0.7487,0.49537,1.07737,0.00868,0.90406,0.82224,0.90284,0.68745,0.92275,0.73837,1.24552,0.00758,0.00193935,0.00193935,0.00193935
58,4229.65,0.73991,0.5314,1.08007,0.00699,0.87148,0.83367,0.90248,0.6825,0.90198,0.69356,1.22676,0.00663,0.00193718,0.00193718,0.00193718
59,4303.43,0.73079,0.48705,1.07991,0.00774,0.90214,0.818,0.91016,0.70069,0.91812,0.71031,1.24042,0.00617,0.00193499,0.00193499,0.00193499
60,4377.09,0.75011,0.50217,1.08701,0.00824,0.86525,0.84474,0.90711,0.69905,0.91039,0.72062,1.21857,0.00647,0.00193275,0.00193275,0.00193275
61,4450.81,0.71674,0.47579,1.0503,0.00656,0.89427,0.83572,0.91559,0.70727,0.94434,0.71778,1.26167,0.00738,0.00193048,0.00193048,0.00193048
62,4524.59,0.73288,0.48303,1.07995,0.0071,0.91471,0.83342,0.92028,0.70509,0.90008,0.69186,1.22266,0.00632,0.00192817,0.00192817,0.00192817
63,4598.38,0.72118,0.47032,1.0648,0.00742,0.91994,0.818,0.91526,0.70878,0.91676,0.71451,1.23293,0.00612,0.00192583,0.00192583,0.00192583
64,4672.57,0.73321,0.47521,1.06689,0.00716,0.91083,0.82157,0.91252,0.69306,0.93786,0.73666,1.23045,0.00684,0.00192345,0.00192345,0.00192345
65,4746.38,0.73353,0.49503,1.0868,0.00765,0.91999,0.81511,0.91442,0.7102,0.89824,0.68837,1.21284,0.00633,0.00192103,0.00192103,0.00192103
66,4820.14,0.7234,0.48308,1.05826,0.00804,0.91016,0.82871,0.91309,0.70755,0.89619,0.70993,1.18493,0.00729,0.00191858,0.00191858,0.00191858
67,4894.22,0.70274,0.47075,1.0419,0.00741,0.88418,0.85821,0.90972,0.69487,0.89641,0.71213,1.19184,0.00597,0.00191609,0.00191609,0.00191609
68,4968.03,0.70594,0.45164,1.05191,0.00715,0.90728,0.83373,0.91825,0.7126,0.88454,0.65163,1.21201,0.00633,0.00191356,0.00191356,0.00191356
69,5043.5,0.69733,0.45093,1.03422,0.00704,0.91779,0.8289,0.9212,0.71256,0.88982,0.66941,1.21774,0.00704,0.001911,0.001911,0.001911
70,5116.96,0.68037,0.43165,1.02165,0.00652,0.91824,0.81915,0.9133,0.71361,0.89575,0.71333,1.20086,0.00708,0.00190841,0.00190841,0.00190841
71,5191.36,0.66207,0.42431,1.02522,0.00682,0.90446,0.83981,0.91486,0.71745,0.87421,0.67278,1.21926,0.00617,0.00190578,0.00190578,0.00190578
72,5263.72,0.7006,0.44027,1.02639,0.00822,0.9068,0.82958,0.91612,0.71035,0.90415,0.70975,1.22576,0.00659,0.00190311,0.00190311,0.00190311
73,5337.03,0.66503,0.42923,1.02558,0.00692,0.89547,0.84675,0.91779,0.71337,0.89536,0.72049,1.22806,0.00655,0.00190041,0.00190041,0.00190041
74,5411.31,0.67637,0.44379,1.01885,0.00778,0.92889,0.81031,0.91535,0.71282,0.88987,0.69179,1.20593,0.00626,0.00189767,0.00189767,0.00189767
75,5484.63,0.66703,0.4268,1.00577,0.00637,0.93394,0.81911,0.91737,0.71578,0.88003,0.66902,1.18827,0.00635,0.0018949,0.0018949,0.0018949
76,5557.91,0.67345,0.43793,1.02969,0.00767,0.89288,0.84049,0.9097,0.703,0.89283,0.67817,1.21235,0.00602,0.0018921,0.0018921,0.0018921
77,5631.12,0.66569,0.43393,1.01923,0.00622,0.90321,0.83163,0.90892,0.70878,0.87741,0.69668,1.20822,0.00587,0.00188926,0.00188926,0.00188926
78,5704.38,0.68739,0.45135,1.02678,0.00677,0.91461,0.8289,0.91795,0.70844,0.91774,0.67959,1.22863,0.00696,0.00188638,0.00188638,0.00188638
79,5781.47,0.67341,0.43983,1.00829,0.00652,0.9032,0.85412,0.92262,0.71261,0.89079,0.65504,1.22238,0.00597,0.00188347,0.00188347,0.00188347
80,5854.34,0.64437,0.42432,1.00999,0.00666,0.89731,0.85178,0.91578,0.70491,0.8961,0.65068,1.21885,0.0069,0.00188052,0.00188052,0.00188052
81,5926.82,0.63365,0.42246,0.99662,0.00626,0.90416,0.83572,0.9175,0.71329,0.88418,0.69604,1.21728,0.00602,0.00187754,0.00187754,0.00187754
82,6001.93,0.64918,0.43765,1.01114,0.00613,0.91497,0.81322,0.90868,0.70305,0.90606,0.70869,1.21537,0.006,0.00187453,0.00187453,0.00187453
83,6079.27,0.65522,0.42847,1.01377,0.00614,0.89958,0.83048,0.9153,0.70543,0.90014,0.70758,1.21396,0.00631,0.00187148,0.00187148,0.00187148
84,6147.9,0.65486,0.43556,1.00202,0.00598,0.89883,0.83708,0.91842,0.7134,0.91511,0.70141,1.21967,0.00617,0.0018684,0.0018684,0.0018684
85,6220.3,0.67696,0.44358,1.01716,0.00671,0.88188,0.84322,0.91251,0.70473,0.91879,0.67887,1.23936,0.00681,0.00186528,0.00186528,0.00186528
86,6293.76,0.6683,0.44331,1.03072,0.00752,0.89499,0.83504,0.91657,0.70579,0.91509,0.70577,1.23988,0.00693,0.00186213,0.00186213,0.00186213
87,6370.28,0.66418,0.43543,1.02899,0.00712,0.90146,0.84117,0.91452,0.71283,0.89705,0.67875,1.22353,0.00648,0.00185895,0.00185895,0.00185895
88,6446.57,0.65911,0.43029,1.01527,0.00551,0.88933,0.83808,0.91295,0.70765,0.90862,0.72551,1.22334,0.00637,0.00185573,0.00185573,0.00185573
89,6518.81,0.65309,0.44099,1.01712,0.00575,0.92672,0.81894,0.91323,0.70457,0.89733,0.71013,1.21639,0.00655,0.00185248,0.00185248,0.00185248
90,6591.53,0.65155,0.43938,1.00906,0.0061,0.90151,0.81731,0.90183,0.69844,0.91593,0.75574,1.23761,0.00739,0.0018492,0.0018492,0.0018492
91,6664.24,0.6467,0.44064,1.00945,0.006,0.88675,0.84328,0.915,0.70939,0.88452,0.68783,1.22421,0.00641,0.00184588,0.00184588,0.00184588
92,6735.72,0.65571,0.43314,1.01144,0.00748,0.90319,0.83307,0.91028,0.70511,0.89291,0.68852,1.19537,0.00615,0.00184254,0.00184254,0.00184254
93,6806.97,0.64229,0.42099,1.0046,0.00826,0.92487,0.82345,0.91715,0.71711,0.87363,0.68706,1.18284,0.00529,0.00183915,0.00183915,0.00183915
94,6878.52,0.6403,0.42121,0.99986,0.0063,0.93531,0.82413,0.92326,0.71517,0.90944,0.68061,1.22359,0.00622,0.00183574,0.00183574,0.00183574
95,6950.9,0.64028,0.41417,1.00044,0.00641,0.89518,0.84731,0.92169,0.72067,0.88282,0.67611,1.20742,0.0061,0.00183229,0.00183229,0.00183229
96,7025.07,0.61651,0.40882,0.99107,0.00621,0.91626,0.84279,0.9218,0.72238,0.89388,0.66492,1.23613,0.00612,0.00182881,0.00182881,0.00182881
97,7096.22,0.61315,0.40479,0.97988,0.00595,0.91609,0.82603,0.92326,0.72306,0.89265,0.69273,1.20545,0.00584,0.0018253,0.0018253,0.0018253
98,7167.51,0.6163,0.40439,0.9887,0.00638,0.90949,0.83231,0.91037,0.70952,0.88914,0.71884,1.2221,0.00618,0.00182175,0.00182175,0.00182175
99,7238.86,0.62168,0.40041,0.98161,0.00613,0.91681,0.8364,0.91679,0.71646,0.88578,0.6772,1.21697,0.00571,0.00181818,0.00181818,0.00181818
100,7310.55,0.61499,0.39496,0.97277,0.00623,0.93167,0.83163,0.92077,0.7218,0.88549,0.72123,1.20085,0.00597,0.00181457,0.00181457,0.00181457
101,7386.67,0.60027,0.39902,0.96695,0.0054,0.91374,0.83764,0.91103,0.70517,0.89262,0.70031,1.21056,0.00646,0.00181093,0.00181093,0.00181093
102,7460.06,0.59484,0.39616,0.97601,0.00547,0.92287,0.82345,0.91536,0.7198,0.87703,0.72152,1.19953,0.00623,0.00180725,0.00180725,0.00180725
103,7540.65,0.58726,0.39116,0.96575,0.00607,0.91184,0.832,0.91692,0.72391,0.88661,0.7267,1.20529,0.00638,0.00180355,0.00180355,0.00180355
104,7606.89,0.59997,0.39746,0.96609,0.00612,0.92678,0.82832,0.91196,0.72046,0.87309,0.6851,1.1927,0.00601,0.00179982,0.00179982,0.00179982
105,7673.26,0.60138,0.38797,0.96909,0.00599,0.92127,0.83755,0.91725,0.71844,0.87219,0.66174,1.213,0.00615,0.00179605,0.00179605,0.00179605
106,7740.81,0.57867,0.37834,0.95613,0.00519,0.9233,0.82878,0.91513,0.71718,0.87152,0.68523,1.21462,0.00541,0.00179225,0.00179225,0.00179225
107,7807.13,0.59272,0.38651,0.96016,0.00569,0.92068,0.83867,0.91779,0.7238,0.88129,0.69621,1.20449,0.00557,0.00178843,0.00178843,0.00178843
108,7873.93,0.58196,0.38401,0.95906,0.00622,0.89544,0.85233,0.91888,0.72305,0.88503,0.68301,1.20042,0.00587,0.00178457,0.00178457,0.00178457
109,7944.3,0.58115,0.38449,0.96038,0.00594,0.90268,0.84322,0.91603,0.71924,0.87117,0.66749,1.21798,0.00657,0.00178068,0.00178068,0.00178068
110,8011.97,0.58049,0.3858,0.96341,0.0057,0.8946,0.83314,0.90624,0.70584,0.90027,0.70797,1.24218,0.00653,0.00177676,0.00177676,0.00177676
111,8077.07,0.58277,0.38674,0.96588,0.00558,0.91453,0.83981,0.91779,0.72235,0.88791,0.67198,1.23674,0.00597,0.00177281,0.00177281,0.00177281
112,8142.05,0.57857,0.38473,0.94991,0.0056,0.90791,0.84185,0.91676,0.72268,0.88476,0.66659,1.21797,0.00545,0.00176883,0.00176883,0.00176883
113,8207.05,0.5752,0.38922,0.96561,0.00572,0.92765,0.81663,0.90682,0.717,0.89183,0.73032,1.22556,0.00599,0.00176482,0.00176482,0.00176482
114,8271.84,0.57159,0.37913,0.94489,0.00521,0.8979,0.83231,0.90136,0.70241,0.88412,0.72674,1.21514,0.00538,0.00176078,0.00176078,0.00176078
115,8336.89,0.5868,0.38794,0.97776,0.00521,0.91764,0.82024,0.90588,0.70127,0.89667,0.74888,1.22319,0.00613,0.00175671,0.00175671,0.00175671
116,8401.95,0.56431,0.37407,0.95481,0.00499,0.89463,0.845,0.91471,0.71735,0.88672,0.69525,1.23745,0.00589,0.00175261,0.00175261,0.00175261
117,8466.89,0.56569,0.37294,0.94814,0.00516,0.90672,0.82481,0.90401,0.71005,0.88113,0.70671,1.23159,0.00572,0.00174848,0.00174848,0.00174848
118,8532.2,0.54505,0.36341,0.94036,0.00465,0.88035,0.8526,0.91889,0.7234,0.88058,0.69977,1.20374,0.00631,0.00174432,0.00174432,0.00174432
119,8597.32,0.54852,0.36677,0.93528,0.00532,0.89848,0.83572,0.91009,0.71514,0.89159,0.6872,1.22908,0.00574,0.00174014,0.00174014,0.00174014
120,8662.36,0.54728,0.36599,0.95016,0.00494,0.91636,0.83981,0.91052,0.71223,0.88331,0.68583,1.23542,0.0057,0.00173592,0.00173592,0.00173592
121,8727.88,0.56389,0.37574,0.95031,0.00565,0.91396,0.83274,0.91304,0.72166,0.87797,0.70629,1.19681,0.00551,0.00173168,0.00173168,0.00173168
122,8792.7,0.54637,0.36794,0.93957,0.00529,0.90798,0.82729,0.90814,0.7189,0.86549,0.75103,1.2025,0.00574,0.00172741,0.00172741,0.00172741
123,8857.93,0.54321,0.3825,0.93554,0.00568,0.90459,0.83504,0.90277,0.70682,0.88123,0.72911,1.22092,0.00591,0.00172311,0.00172311,0.00172311
124,8924.55,0.54079,0.37085,0.93988,0.0059,0.92084,0.82004,0.91414,0.71891,0.87486,0.71899,1.20959,0.00559,0.00171878,0.00171878,0.00171878
125,8993.67,0.54453,0.36442,0.93383,0.0056,0.93244,0.81663,0.91724,0.72295,0.8874,0.72244,1.21645,0.00567,0.00171442,0.00171442,0.00171442
126,9062.08,0.54272,0.36722,0.94478,0.00604,0.91386,0.83367,0.91512,0.72911,0.86481,0.67696,1.20081,0.00539,0.00171004,0.00171004,0.00171004
127,9133.21,0.53933,0.35929,0.93039,0.00519,0.91909,0.8363,0.91341,0.72037,0.86546,0.65347,1.20768,0.00527,0.00170562,0.00170562,0.00170562
128,9201.4,0.54393,0.36894,0.94507,0.00584,0.92383,0.82481,0.90731,0.71726,0.87857,0.69986,1.21294,0.0056,0.00170118,0.00170118,0.00170118
129,9268.63,0.53373,0.35607,0.93178,0.00516,0.90488,0.84302,0.91708,0.72389,0.88447,0.69337,1.23847,0.00583,0.00169672,0.00169672,0.00169672
130,9335.73,0.52958,0.36447,0.93072,0.00542,0.90525,0.84661,0.91931,0.72165,0.87471,0.64089,1.21655,0.00539,0.00169222,0.00169222,0.00169222
131,9404.87,0.51871,0.34877,0.91541,0.00485,0.90052,0.83917,0.9104,0.72596,0.86451,0.68166,1.20934,0.00529,0.0016877,0.0016877,0.0016877
132,9471.04,0.501,0.33764,0.90595,0.0045,0.90721,0.84594,0.91272,0.72288,0.87128,0.66083,1.23601,0.00524,0.00168315,0.00168315,0.00168315
133,9536.7,0.49783,0.33849,0.90799,0.00456,0.89875,0.8471,0.91289,0.72793,0.85598,0.69269,1.21997,0.00512,0.00167858,0.00167858,0.00167858
134,9602.81,0.49892,0.34231,0.90651,0.00446,0.91917,0.83367,0.91507,0.72309,0.87948,0.68953,1.26484,0.00623,0.00167398,0.00167398,0.00167398
135,9671.82,0.51402,0.34953,0.91597,0.00573,0.89741,0.85685,0.90723,0.71613,0.87705,0.69317,1.22685,0.00605,0.00166935,0.00166935,0.00166935
136,9743.06,0.50055,0.34884,0.91319,0.00475,0.91764,0.82782,0.91586,0.72474,0.87072,0.70489,1.23712,0.00584,0.0016647,0.0016647,0.0016647
137,9811.95,0.51252,0.34464,0.91813,0.00499,0.90206,0.84731,0.91744,0.7262,0.86565,0.66579,1.223,0.00551,0.00166002,0.00166002,0.00166002
138,9881.02,0.49113,0.33432,0.90775,0.00461,0.9193,0.84049,0.91953,0.73192,0.86398,0.66878,1.22415,0.00518,0.00165532,0.00165532,0.00165532
139,9950.39,0.49545,0.33894,0.91589,0.00499,0.91808,0.83845,0.91708,0.72476,0.86996,0.67669,1.23566,0.00553,0.00165059,0.00165059,0.00165059
140,10020.6,0.50914,0.34615,0.92348,0.00479,0.91546,0.82672,0.91029,0.72201,0.87154,0.68779,1.22045,0.00551,0.00164583,0.00164583,0.00164583
141,10087.7,0.52204,0.34955,0.92244,0.00504,0.91084,0.8439,0.91326,0.72491,0.86385,0.7109,1.22464,0.00557,0.00164105,0.00164105,0.00164105
142,10154.4,0.50954,0.3452,0.91942,0.0052,0.90037,0.85549,0.91609,0.7233,0.87938,0.67923,1.23994,0.0051,0.00163624,0.00163624,0.00163624
143,10221.6,0.50377,0.34434,0.91193,0.0052,0.90133,0.84117,0.91498,0.72689,0.87308,0.67932,1.25075,0.00541,0.00163141,0.00163141,0.00163141
144,10289.6,0.49806,0.34013,0.90997,0.00432,0.92458,0.82727,0.91014,0.724,0.87596,0.70496,1.22754,0.00579,0.00162656,0.00162656,0.00162656
145,10354.7,0.50637,0.3588,0.92224,0.00568,0.90714,0.83845,0.91068,0.71747,0.8744,0.69723,1.24433,0.00528,0.00162168,0.00162168,0.00162168
146,10419.5,0.50136,0.34119,0.90766,0.00419,0.89456,0.84663,0.91439,0.72557,0.85893,0.68472,1.23903,0.0051,0.00161678,0.00161678,0.00161678
147,10486.4,0.48851,0.33644,0.90049,0.00412,0.89267,0.84478,0.91159,0.72813,0.85595,0.69322,1.21927,0.00488,0.00161185,0.00161185,0.00161185
148,10552.7,0.50112,0.34492,0.91313,0.00452,0.91524,0.83504,0.91003,0.72665,0.86066,0.70138,1.23,0.00559,0.0016069,0.0016069,0.0016069
149,10619.9,0.50341,0.34587,0.92824,0.00476,0.91418,0.84867,0.91255,0.72978,0.86297,0.67928,1.22834,0.00543,0.00160193,0.00160193,0.00160193
150,10690,0.48231,0.3295,0.90203,0.00419,0.89018,0.86193,0.90623,0.72293,0.85865,0.68678,1.22013,0.00537,0.00159693,0.00159693,0.00159693
151,10757.1,0.4796,0.33294,0.90494,0.00498,0.91264,0.84032,0.9145,0.72373,0.8681,0.69073,1.2281,0.00522,0.00159191,0.00159191,0.00159191
152,10826.4,0.47438,0.33156,0.90105,0.00402,0.90872,0.8439,0.91103,0.72415,0.87611,0.72107,1.23967,0.00541,0.00158686,0.00158686,0.00158686
153,10895.7,0.49183,0.33923,0.90742,0.00457,0.90377,0.8514,0.91307,0.72647,0.86728,0.67182,1.22695,0.00523,0.0015818,0.0015818,0.0015818
154,10965.6,0.47477,0.32583,0.89837,0.00403,0.89911,0.84117,0.90919,0.72534,0.86237,0.70908,1.24029,0.00562,0.00157671,0.00157671,0.00157671
155,11036.2,0.49293,0.33813,0.90082,0.00461,0.9224,0.83163,0.91335,0.72617,0.85799,0.64755,1.23869,0.00507,0.0015716,0.0015716,0.0015716
156,11108.5,0.46822,0.32411,0.89803,0.00432,0.93219,0.82277,0.91695,0.73433,0.85322,0.66264,1.23122,0.00526,0.00156646,0.00156646,0.00156646
157,11181,0.46668,0.3267,0.90205,0.00447,0.89183,0.85072,0.91097,0.72672,0.852,0.66293,1.21777,0.00566,0.00156131,0.00156131,0.00156131
158,11248.2,0.46656,0.32975,0.9004,0.00408,0.90204,0.84458,0.91385,0.72803,0.84591,0.67669,1.22865,0.00532,0.00155613,0.00155613,0.00155613
159,11317.4,0.4791,0.33118,0.90046,0.00473,0.89814,0.84146,0.90933,0.72244,0.86048,0.70577,1.22591,0.00548,0.00155093,0.00155093,0.00155093
160,11383.7,0.46295,0.32179,0.88322,0.00432,0.89649,0.84867,0.91372,0.72569,0.85839,0.70754,1.23531,0.00497,0.00154571,0.00154571,0.00154571
161,11452.3,0.45074,0.32555,0.8984,0.00396,0.93116,0.81936,0.91519,0.73002,0.86384,0.686,1.24383,0.00538,0.00154047,0.00154047,0.00154047
162,11519.7,0.46005,0.3217,0.90118,0.00442,0.91865,0.83906,0.91435,0.73005,0.86165,0.67695,1.23073,0.00507,0.00153521,0.00153521,0.00153521
