epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
36,475.115,1.352,1.2775,1.87743,0.04713,0.78482,0.59345,0.69737,0.4652,1.25626,1.24217,1.76433,0.02027,0.001538,0.001538,0.001538
37,488.01,1.32918,1.26722,1.82766,0.04241,0.76619,0.59498,0.6914,0.45701,1.2344,1.28697,1.74003,0.01952,0.0015248,0.0015248,0.0015248
38,500.367,1.2773,1.20014,1.79671,0.03967,0.75556,0.61883,0.70848,0.47511,1.22776,1.17654,1.71746,0.0192,0.0015116,0.0015116,0.0015116
39,512.902,1.30004,1.20628,1.8037,0.04297,0.70471,0.61222,0.6863,0.46151,1.22269,1.26554,1.69721,0.0204,0.0014984,0.0014984,0.0014984
40,525.437,1.29634,1.22381,1.78726,0.04284,0.75664,0.61598,0.70002,0.45457,1.25728,1.2191,1.68938,0.01983,0.0014852,0.0014852,0.0014852
41,537.927,1.28401,1.2054,1.76902,0.04677,0.75978,0.60894,0.70285,0.47896,1.21566,1.20655,1.71006,0.02062,0.001472,0.001472,0.001472
42,551.027,1.26542,1.19917,1.76995,0.04186,0.79227,0.63077,0.72917,0.49037,1.22218,1.13398,1.67744,0.01887,0.0014588,0.0014588,0.0014588
43,564.981,1.28451,1.19344,1.75573,0.04153,0.7807,0.63492,0.7177,0.48655,1.19393,1.18169,1.68327,0.02035,0.0014456,0.0014456,0.0014456
44,579.716,1.26371,1.18145,1.76905,0.04159,0.78399,0.62263,0.72103,0.48288,1.23045,1.1458,1.6772,0.02135,0.0014324,0.0014324,0.0014324
45,594.457,1.25561,1.15608,1.74446,0.04097,0.79697,0.64311,0.7362,0.50201,1.17864,1.11993,1.68514,0.01774,0.0014192,0.0014192,0.0014192
46,609.47,1.23665,1.15482,1.74283,0.0428,0.77381,0.63185,0.73062,0.50477,1.14655,1.1187,1.6189,0.01765,0.001406,0.001406,0.001406
47,623.646,1.23745,1.13968,1.72305,0.0393,0.79585,0.61546,0.72869,0.50159,1.18097,1.12251,1.62146,0.01975,0.0013928,0.0013928,0.0013928
48,639.558,1.24504,1.15699,1.72684,0.04049,0.76473,0.61912,0.72105,0.49797,1.167,1.16698,1.65201,0.01824,0.0013796,0.0013796,0.0013796
49,653.627,1.22802,1.12353,1.76327,0.04075,0.80193,0.64004,0.74987,0.52111,1.135,1.06774,1.62207,0.01667,0.0013664,0.0013664,0.0013664
50,669.12,1.19961,1.10586,1.68459,0.04319,0.83155,0.61495,0.74204,0.51848,1.14279,1.08651,1.62893,0.01711,0.0013532,0.0013532,0.0013532
51,682.359,1.24964,1.14035,1.72763,0.04021,0.79452,0.64742,0.74887,0.51671,1.14347,1.07507,1.59632,0.01788,0.00134,0.00134,0.00134
52,695.753,1.21573,1.12083,1.71275,0.03759,0.79414,0.65335,0.75446,0.51538,1.16183,1.05616,1.63202,0.0174,0.0013268,0.0013268,0.0013268
53,708.601,1.20867,1.10709,1.69022,0.03648,0.78138,0.66462,0.76563,0.52916,1.1449,1.05144,1.59639,0.01738,0.0013136,0.0013136,0.0013136
54,721.834,1.20623,1.10179,1.70246,0.03945,0.80516,0.62826,0.74204,0.52339,1.12755,1.07093,1.58419,0.01646,0.0013004,0.0013004,0.0013004
55,736.35,1.18497,1.06392,1.66295,0.0391,0.81989,0.63631,0.75927,0.52383,1.14175,1.05114,1.61222,0.01554,0.0012872,0.0012872,0.0012872
56,749.403,1.2,1.07876,1.68122,0.03616,0.78421,0.65643,0.7516,0.52783,1.13011,1.04067,1.59637,0.01627,0.001274,0.001274,0.001274
57,762.47,1.17267,1.06377,1.66409,0.03422,0.7905,0.65745,0.75381,0.52786,1.13429,1.0574,1.60027,0.01561,0.0012608,0.0012608,0.0012608
58,775.633,1.15856,1.02142,1.64223,0.03388,0.76474,0.64107,0.72969,0.51231,1.12967,1.06442,1.5991,0.01625,0.0012476,0.0012476,0.0012476
59,788.694,1.15765,1.04482,1.63889,0.0357,0.80772,0.64772,0.76831,0.53073,1.10503,1.04906,1.56658,0.01565,0.0012344,0.0012344,0.0012344
60,801.66,1.17738,1.05256,1.65779,0.0365,0.83076,0.6339,0.7495,0.52642,1.12586,1.03166,1.58433,0.01681,0.0012212,0.0012212,0.0012212
61,814.879,1.16389,1.04139,1.65931,0.03496,0.81988,0.66656,0.77447,0.5443,1.09026,1.00208,1.54701,0.01525,0.001208,0.001208,0.001208
62,827.929,1.1542,1.02247,1.63576,0.03691,0.78737,0.67076,0.76572,0.52854,1.13358,1.00749,1.56762,0.01596,0.0011948,0.0011948,0.0011948
63,841.143,1.15612,1.04497,1.61856,0.03432,0.80869,0.66206,0.76958,0.54915,1.09183,1.0174,1.54189,0.01604,0.0011816,0.0011816,0.0011816
64,854.275,1.15205,1.01301,1.62879,0.03536,0.7896,0.66923,0.77157,0.54647,1.07797,0.97552,1.5442,0.01448,0.0011684,0.0011684,0.0011684
65,868.446,1.15737,1.01361,1.64102,0.03658,0.79968,0.6764,0.77567,0.54306,1.09481,1.00222,1.53141,0.01487,0.0011552,0.0011552,0.0011552
66,883.212,1.12769,0.99613,1.60592,0.03104,0.80274,0.6764,0.77938,0.55913,1.08004,0.98362,1.5429,0.01592,0.001142,0.001142,0.001142
67,898.722,1.12729,0.99258,1.59794,0.03388,0.83087,0.67537,0.78171,0.55348,1.07938,0.95777,1.54826,0.01579,0.0011288,0.0011288,0.0011288
68,914.228,1.13048,1.00667,1.6102,0.03713,0.83426,0.66753,0.78765,0.55936,1.07024,0.94968,1.51536,0.01474,0.0011156,0.0011156,0.0011156
69,929.666,1.12571,0.98604,1.62331,0.03407,0.83291,0.65694,0.77711,0.55343,1.06911,0.99387,1.52451,0.01444,0.0011024,0.0011024,0.0011024
70,944.978,1.11982,0.98829,1.5936,0.03261,0.82368,0.68648,0.7883,0.56247,1.07022,0.95744,1.50092,0.01484,0.0010892,0.0010892,0.0010892
71,960.376,1.1057,0.99003,1.5756,0.03162,0.82983,0.68561,0.79512,0.56477,1.06207,0.96004,1.49547,0.01559,0.001076,0.001076,0.001076
72,975.883,1.13098,0.98284,1.59834,0.03362,0.84069,0.66201,0.78296,0.55823,1.07289,0.94428,1.50768,0.01472,0.0010628,0.0010628,0.0010628
73,991.278,1.11747,0.99408,1.60481,0.03199,0.81905,0.67076,0.78166,0.54701,1.07749,0.96749,1.51344,0.01527,0.0010496,0.0010496,0.0010496
74,1006.98,1.11229,0.96417,1.57447,0.03393,0.82065,0.68883,0.79537,0.56669,1.05554,0.92203,1.48696,0.01436,0.0010364,0.0010364,0.0010364
75,1022.27,1.09826,0.95825,1.56645,0.0312,0.80086,0.67384,0.77364,0.54,1.07946,0.99409,1.51089,0.01481,0.0010232,0.0010232,0.0010232
76,1036.62,1.08621,0.93777,1.53226,0.03286,0.81396,0.67206,0.79031,0.56072,1.04398,0.95759,1.48093,0.01451,0.00101,0.00101,0.00101
77,1051.03,1.11976,0.97499,1.57092,0.03554,0.81063,0.67435,0.77339,0.54396,1.04556,0.97817,1.47775,0.01429,0.0009968,0.0009968,0.0009968
78,1066.3,1.06358,0.94339,1.52011,0.03122,0.786,0.6979,0.78958,0.56862,1.04772,0.92346,1.4968,0.01428,0.0009836,0.0009836,0.0009836
79,1082.29,1.10117,0.97847,1.56202,0.03463,0.82629,0.68664,0.79774,0.5709,1.02351,0.92767,1.45792,0.01342,0.0009704,0.0009704,0.0009704
80,1098.03,1.08403,0.91257,1.55479,0.02853,0.82704,0.69124,0.79625,0.56952,1.0502,0.94249,1.49083,0.01386,0.0009572,0.0009572,0.0009572
81,1113.78,1.06171,0.9107,1.52233,0.03269,0.78387,0.70009,0.78632,0.56246,1.01972,0.91764,1.46559,0.0139,0.000944,0.000944,0.000944
82,1129.25,1.06834,0.92402,1.54227,0.02949,0.82577,0.69162,0.80457,0.58066,1.02636,0.89405,1.46222,0.01302,0.0009308,0.0009308,0.0009308
83,1144.37,1.06947,0.92297,1.53734,0.03141,0.83709,0.6972,0.80778,0.57528,1.03665,0.88973,1.48637,0.0138,0.0009176,0.0009176,0.0009176
84,1160.11,1.07184,0.9281,1.53571,0.02972,0.78059,0.67793,0.75833,0.53597,1.04678,1.00253,1.491,0.01396,0.0009044,0.0009044,0.0009044
85,1175.14,1.03983,0.88128,1.51766,0.02828,0.85276,0.69176,0.80329,0.57876,1.02621,0.89165,1.45293,0.0133,0.0008912,0.0008912,0.0008912
86,1190.74,1.0626,0.89361,1.50423,0.03257,0.81155,0.6938,0.79637,0.57786,1.02211,0.91031,1.44626,0.01381,0.000878,0.000878,0.000878
87,1206.09,1.0828,0.89626,1.54746,0.03234,0.83806,0.70405,0.81232,0.58677,1.01448,0.87563,1.44298,0.01349,0.0008648,0.0008648,0.0008648
88,1222.2,1.0654,0.9099,1.53194,0.03312,0.85882,0.68408,0.81166,0.58657,1.00913,0.87991,1.44658,0.01404,0.0008516,0.0008516,0.0008516
89,1237.83,1.05717,0.89632,1.52209,0.02942,0.84721,0.681,0.80471,0.5838,1.01825,0.86901,1.45292,0.01333,0.0008384,0.0008384,0.0008384
90,1253.91,1.04062,0.88801,1.49655,0.02971,0.84175,0.68254,0.80025,0.5826,1.00447,0.88375,1.43221,0.01274,0.0008252,0.0008252,0.0008252
91,1269.87,1.05863,0.89493,1.50184,0.03253,0.83165,0.70065,0.81224,0.59379,1.00197,0.87411,1.4297,0.01369,0.000812,0.000812,0.000812
92,1285.94,1.01559,0.86627,1.471,0.02852,0.81333,0.69636,0.80004,0.58033,1.01211,0.8942,1.43582,0.01303,0.0007988,0.0007988,0.0007988
93,1301.77,1.04485,0.89074,1.48171,0.03106,0.85906,0.69176,0.81165,0.58564,1.01481,0.861,1.44714,0.01373,0.0007856,0.0007856,0.0007856
94,1317.36,1.04696,0.87291,1.49569,0.03086,0.84276,0.69156,0.81148,0.58422,1.02347,0.88024,1.44752,0.01383,0.0007724,0.0007724,0.0007724
95,1333.31,1.00801,0.84295,1.4855,0.02908,0.8927,0.67332,0.81904,0.58872,1.01061,0.86135,1.44331,0.01422,0.0007592,0.0007592,0.0007592
96,1349.57,1.0164,0.84626,1.47407,0.02528,0.86141,0.68817,0.81162,0.58519,1.00602,0.8625,1.44509,0.01272,0.000746,0.000746,0.000746
97,1365.66,1.00315,0.84411,1.4728,0.02696,0.84936,0.69483,0.81878,0.60094,0.99693,0.85002,1.42782,0.01322,0.0007328,0.0007328,0.0007328
98,1381.1,1.00176,0.83412,1.46831,0.03116,0.84905,0.70097,0.8195,0.58453,1.01145,0.86954,1.4366,0.01279,0.0007196,0.0007196,0.0007196
99,1397.67,1.00396,0.85083,1.46242,0.02942,0.83442,0.72505,0.83094,0.60252,0.99588,0.83065,1.43203,0.01237,0.0007064,0.0007064,0.0007064
100,1413.63,0.99052,0.82571,1.45406,0.02597,0.86318,0.69454,0.82289,0.59538,0.99716,0.85472,1.42043,0.01277,0.0006932,0.0006932,0.0006932
101,1430.07,1.00894,0.82557,1.47663,0.02727,0.86603,0.70251,0.81943,0.59008,1.01216,0.84888,1.4363,0.01352,0.00068,0.00068,0.00068
102,1446.37,1.01954,0.86158,1.49389,0.0308,0.88027,0.68766,0.8189,0.60187,0.99984,0.86632,1.42891,0.01423,0.0006668,0.0006668,0.0006668
103,1461.64,1.00911,0.83142,1.46239,0.02934,0.85316,0.69315,0.8166,0.59878,0.98446,0.84775,1.39878,0.01247,0.0006536,0.0006536,0.0006536
104,1476.44,0.98808,0.83226,1.44541,0.0275,0.85515,0.70712,0.826,0.60169,0.99244,0.83894,1.42146,0.01301,0.0006404,0.0006404,0.0006404
105,1491.72,0.9881,0.81362,1.43772,0.02691,0.84877,0.71271,0.82373,0.60436,0.98742,0.82458,1.42305,0.01244,0.0006272,0.0006272,0.0006272
106,1507.07,0.9937,0.81496,1.45302,0.02848,0.85347,0.69489,0.82398,0.60686,0.96807,0.82657,1.4032,0.01234,0.000614,0.000614,0.000614
107,1522.58,0.99065,0.84216,1.44471,0.02762,0.87301,0.6829,0.82134,0.60357,0.98571,0.82773,1.40459,0.01277,0.0006008,0.0006008,0.0006008
108,1539.07,0.99505,0.81686,1.44564,0.02849,0.88479,0.6851,0.82727,0.61743,0.97008,0.83777,1.39741,0.0127,0.0005876,0.0005876,0.0005876
109,1555.72,0.98179,0.79396,1.43145,0.02555,0.85398,0.70972,0.82661,0.60355,0.98773,0.82578,1.41391,0.01257,0.0005744,0.0005744,0.0005744
110,1571.02,0.97788,0.81445,1.4473,0.02722,0.88884,0.68817,0.82921,0.61193,0.96501,0.81154,1.38851,0.01191,0.0005612,0.0005612,0.0005612
111,1586.18,0.98082,0.81075,1.45574,0.02641,0.85159,0.71687,0.82692,0.60612,0.97238,0.82165,1.41253,0.01215,0.000548,0.000548,0.000548
112,1601.93,0.9842,0.79677,1.4438,0.03076,0.85386,0.71377,0.8321,0.6061,0.98465,0.80752,1.40669,0.01305,0.0005348,0.0005348,0.0005348
113,1617.77,0.97404,0.79684,1.4344,0.02753,0.8363,0.71787,0.82721,0.60916,0.96148,0.81446,1.39312,0.01197,0.0005216,0.0005216,0.0005216
114,1633.23,0.97849,0.79116,1.43819,0.02563,0.88199,0.69329,0.83285,0.61846,0.96145,0.81176,1.38313,0.01305,0.0005084,0.0005084,0.0005084
115,1648.25,0.96228,0.7911,1.41892,0.0248,0.87172,0.70302,0.83262,0.61469,0.96319,0.80036,1.38915,0.01205,0.0004952,0.0004952,0.0004952
116,1663.58,0.97799,0.79129,1.43516,0.02585,0.85354,0.71019,0.82777,0.61217,0.95733,0.79931,1.38931,0.01167,0.000482,0.000482,0.000482
117,1678.71,0.96354,0.78499,1.42127,0.02702,0.84806,0.71736,0.83275,0.61708,0.95873,0.80035,1.37451,0.01316,0.0004688,0.0004688,0.0004688
118,1693.9,0.96395,0.77051,1.43095,0.02553,0.88712,0.68152,0.82386,0.61307,0.95802,0.81809,1.38589,0.01204,0.0004556,0.0004556,0.0004556
119,1708.99,0.94443,0.75757,1.40324,0.0273,0.87615,0.70995,0.83918,0.61653,0.9568,0.79164,1.39328,0.01181,0.0004424,0.0004424,0.0004424
120,1724.54,0.94407,0.78242,1.42613,0.02443,0.88901,0.70129,0.83475,0.62405,0.95367,0.79416,1.38778,0.01192,0.0004292,0.0004292,0.0004292
121,1740.01,0.94969,0.79015,1.41737,0.02448,0.88509,0.70199,0.83789,0.6229,0.95458,0.80859,1.3772,0.01301,0.000416,0.000416,0.000416
122,1756.15,0.95875,0.76761,1.41503,0.02632,0.85593,0.71736,0.83473,0.61535,0.9576,0.79797,1.38146,0.01148,0.0004028,0.0004028,0.0004028
123,1771.62,0.94521,0.77744,1.39614,0.028,0.86987,0.72299,0.84146,0.62257,0.95434,0.77875,1.38356,0.01288,0.0003896,0.0003896,0.0003896
124,1786.96,0.96138,0.76698,1.4043,0.02676,0.86097,0.71977,0.83705,0.62221,0.95156,0.78574,1.36158,0.0118,0.0003764,0.0003764,0.0003764
125,1802.43,0.96522,0.76584,1.41339,0.02649,0.85847,0.72145,0.83795,0.61904,0.96844,0.81805,1.3746,0.01249,0.0003632,0.0003632,0.0003632
126,1818.54,0.92282,0.75123,1.3727,0.02351,0.86866,0.7078,0.83592,0.62008,0.94565,0.77694,1.36835,0.01133,0.00035,0.00035,0.00035
127,1834.26,0.93837,0.75483,1.38174,0.02459,0.86915,0.71736,0.83456,0.61919,0.94481,0.78232,1.37433,0.01184,0.0003368,0.0003368,0.0003368
128,1851.09,0.94682,0.77066,1.38887,0.02883,0.85425,0.72811,0.8362,0.62198,0.94296,0.7816,1.37027,0.01176,0.0003236,0.0003236,0.0003236
129,1867.48,0.92833,0.74815,1.3972,0.02465,0.86814,0.71685,0.8412,0.63358,0.93059,0.78622,1.35605,0.01167,0.0003104,0.0003104,0.0003104
130,1883.83,0.92564,0.74262,1.39477,0.02673,0.84788,0.72657,0.83996,0.62544,0.936,0.7761,1.36504,0.01102,0.0002972,0.0002972,0.0002972
131,1899.25,0.93332,0.73717,1.39327,0.02373,0.8682,0.71736,0.83837,0.62491,0.93424,0.78091,1.36082,0.01146,0.000284,0.000284,0.000284
132,1914.59,0.92995,0.73862,1.38925,0.02431,0.86417,0.71019,0.8367,0.62232,0.94562,0.79956,1.37039,0.01131,0.0002708,0.0002708,0.0002708
133,1930.02,0.91245,0.7317,1.36079,0.02386,0.8691,0.71787,0.84496,0.62854,0.93481,0.76877,1.35369,0.01214,0.0002576,0.0002576,0.0002576
134,1945.63,0.92762,0.73417,1.37477,0.02489,0.84011,0.73477,0.83888,0.62438,0.93314,0.78076,1.35284,0.01082,0.0002444,0.0002444,0.0002444
135,1961.49,0.92846,0.73556,1.37551,0.02518,0.86409,0.71619,0.8379,0.63177,0.93658,0.77621,1.35231,0.01152,0.0002312,0.0002312,0.0002312
136,1977.06,0.9161,0.73469,1.37542,0.02652,0.86059,0.72067,0.84018,0.6277,0.93545,0.77575,1.36212,0.01124,0.000218,0.000218,0.000218
137,1992.43,0.92209,0.73467,1.36735,0.02493,0.85266,0.73067,0.84167,0.63045,0.93144,0.76385,1.3596,0.01119,0.0002048,0.0002048,0.0002048
138,2007.89,0.91462,0.74332,1.37498,0.026,0.85728,0.72586,0.84124,0.63139,0.93084,0.76649,1.35439,0.01101,0.0001916,0.0001916,0.0001916
139,2023.29,0.89486,0.71994,1.35326,0.02244,0.8648,0.72382,0.84259,0.63574,0.92215,0.76436,1.35236,0.01127,0.0001784,0.0001784,0.0001784
140,2038.47,0.90991,0.72636,1.36341,0.02552,0.85117,0.73207,0.84185,0.62963,0.92163,0.75671,1.3473,0.011,0.0001652,0.0001652,0.0001652
141,2067.86,0.84299,0.71323,1.23309,0.01141,0.85647,0.72043,0.83903,0.62716,0.94009,0.79802,1.36957,0.01149,0.000152,0.000152,0.000152
142,2083.55,0.80269,0.66492,1.20771,0.01087,0.86402,0.72876,0.8404,0.62675,0.93437,0.77324,1.35965,0.0114,0.0001388,0.0001388,0.0001388
143,2099.86,0.8049,0.64649,1.2207,0.01083,0.87982,0.71597,0.84493,0.63474,0.92808,0.76984,1.35358,0.0111,0.0001256,0.0001256,0.0001256
144,2115.88,0.79667,0.63942,1.20536,0.01068,0.87118,0.72453,0.84214,0.62972,0.92466,0.76182,1.35112,0.01076,0.0001124,0.0001124,0.0001124
145,2131.99,0.79103,0.63565,1.20855,0.01078,0.86505,0.72867,0.84411,0.63489,0.91979,0.76186,1.35171,0.01093,9.92e-05,9.92e-05,9.92e-05
146,2148.11,0.78365,0.62497,1.20367,0.01055,0.85322,0.73517,0.84263,0.63516,0.92479,0.76738,1.34846,0.01103,8.6e-05,8.6e-05,8.6e-05
147,2164.01,0.77988,0.62398,1.19053,0.01133,0.85244,0.73357,0.84009,0.63212,0.92253,0.76187,1.34755,0.01091,7.28e-05,7.28e-05,7.28e-05
148,2179.91,0.7846,0.63635,1.20234,0.0103,0.87313,0.72237,0.84586,0.63802,0.91776,0.76308,1.34347,0.01091,5.96e-05,5.96e-05,5.96e-05
149,2195.08,0.77614,0.61816,1.18466,0.01037,0.87319,0.71924,0.84571,0.63575,0.91717,0.76014,1.34429,0.01083,4.64e-05,4.64e-05,4.64e-05
150,2211.26,0.77847,0.62511,1.20347,0.01031,0.87319,0.72248,0.84542,0.6389,0.9178,0.75775,1.34508,0.01078,3.32e-05,3.32e-05,3.32e-05
