epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
48,1941.15,0.89416,0.64764,1.23287,0.01594,0.8987,0.79038,0.87831,0.66191,0.97216,0.79334,1.27186,0.01059,0.0018446,0.0018446,0.0018446
49,1981.44,0.8824,0.63374,1.23263,0.01591,0.89519,0.81669,0.88399,0.65489,0.93759,0.73987,1.25925,0.00851,0.00183811,0.00183811,0.00183811
50,2021.13,0.8716,0.6306,1.23514,0.0132,0.89632,0.8056,0.89073,0.66137,0.97239,0.73919,1.30085,0.00889,0.00183149,0.00183149,0.00183149
51,2061.24,0.8819,0.61725,1.24532,0.01352,0.90982,0.79553,0.89547,0.66964,0.94868,0.7309,1.26647,0.00857,0.00182475,0.00182475,0.00182475
52,2101.53,0.88972,0.62981,1.22284,0.01206,0.8691,0.82284,0.8919,0.66443,0.92952,0.70539,1.25773,0.00753,0.0018179,0.0018179,0.0018179
53,2141.8,0.85559,0.59481,1.20158,0.01346,0.89316,0.80236,0.87723,0.64946,0.95829,0.73642,1.26056,0.00845,0.00181093,0.00181093,0.00181093
54,2181.96,0.85279,0.59598,1.21284,0.01318,0.89107,0.81256,0.89098,0.66723,0.93761,0.70514,1.25635,0.00764,0.00180384,0.00180384,0.00180384
55,2222.15,0.84987,0.59503,1.21888,0.0131,0.87432,0.80184,0.87079,0.6589,0.94155,0.74697,1.26399,0.00953,0.00179663,0.00179663,0.00179663
56,2262.12,0.89581,0.63839,1.24947,0.01434,0.91323,0.78138,0.88746,0.65982,0.98506,0.77072,1.29828,0.0095,0.00178931,0.00178931,0.00178931
57,2302.26,0.86983,0.60672,1.20822,0.01295,0.88392,0.78757,0.88059,0.65495,0.94623,0.752,1.2581,0.0081,0.00178188,0.00178188,0.00178188
58,2342.22,0.84891,0.62405,1.22551,0.0132,0.86943,0.83194,0.89218,0.66618,0.94027,0.71394,1.2481,0.00839,0.00177433,0.00177433,0.00177433
59,2382.39,0.87122,0.61013,1.20337,0.01416,0.87557,0.79989,0.87488,0.64498,0.96098,0.74551,1.28161,0.00818,0.00176667,0.00176667,0.00176667
60,2422.63,0.8598,0.59599,1.19425,0.01341,0.89815,0.81728,0.90654,0.68356,0.94642,0.68192,1.27709,0.00895,0.0017589,0.0017589,0.0017589
61,2462.92,0.836,0.56059,1.16996,0.01136,0.8831,0.83513,0.89923,0.67871,0.93002,0.6872,1.23475,0.00781,0.00175103,0.00175103,0.00175103
62,2502.88,0.86656,0.6015,1.19293,0.01347,0.89756,0.7806,0.87513,0.64001,0.96274,0.77077,1.27735,0.00933,0.00174304,0.00174304,0.00174304
63,2543.2,0.84267,0.59013,1.19008,0.01275,0.91704,0.79826,0.90171,0.68067,0.94125,0.73274,1.25319,0.00826,0.00173495,0.00173495,0.00173495
64,2583.17,0.83076,0.56655,1.17035,0.01398,0.89151,0.82386,0.8949,0.66806,0.9403,0.70774,1.24467,0.00783,0.00172675,0.00172675,0.00172675
65,2623.5,0.84174,0.55717,1.1796,0.01353,0.89793,0.82744,0.90708,0.69572,0.91292,0.6804,1.2184,0.00907,0.00171844,0.00171844,0.00171844
66,2663.72,0.83628,0.56999,1.17752,0.01261,0.8908,0.81874,0.90565,0.69308,0.91582,0.68854,1.21983,0.00882,0.00171004,0.00171004,0.00171004
67,2703.94,0.79583,0.55896,1.14367,0.01278,0.90854,0.82405,0.90213,0.67706,0.90889,0.68143,1.23687,0.00778,0.00170153,0.00170153,0.00170153
68,2743.9,0.8053,0.57127,1.14615,0.01124,0.89844,0.81925,0.90309,0.67976,0.91896,0.67424,1.25857,0.00858,0.00169292,0.00169292,0.00169292
69,2783.97,0.83411,0.58708,1.16733,0.01287,0.91941,0.79443,0.89188,0.67496,0.91636,0.70668,1.23864,0.00831,0.00168421,0.00168421,0.00168421
70,2823.9,0.8116,0.55914,1.1807,0.0124,0.88326,0.82128,0.90329,0.68499,0.9403,0.70923,1.25283,0.00905,0.0016754,0.0016754,0.0016754
71,2864.1,0.82302,0.54764,1.16058,0.0129,0.90013,0.80301,0.89003,0.6607,0.96096,0.70167,1.25527,0.01006,0.00166649,0.00166649,0.00166649
72,2904.03,0.82068,0.56312,1.1295,0.01235,0.89382,0.81925,0.89897,0.68133,0.90319,0.6993,1.21905,0.00834,0.00165749,0.00165749,0.00165749
73,2944.15,0.83013,0.55338,1.17308,0.01224,0.91766,0.78751,0.89307,0.66724,0.94936,0.71449,1.25596,0.00861,0.00164839,0.00164839,0.00164839
74,2983.86,0.8086,0.54121,1.14424,0.01194,0.89152,0.81976,0.89584,0.6895,0.90157,0.68333,1.21777,0.00843,0.0016392,0.0016392,0.0016392
75,3024.15,0.80522,0.5228,1.13887,0.01083,0.91507,0.81645,0.9001,0.67927,0.96148,0.69709,1.23662,0.00868,0.00162992,0.00162992,0.00162992
76,3064.1,0.819,0.5305,1.16443,0.01117,0.91483,0.81464,0.90729,0.69378,0.9353,0.69031,1.23835,0.00847,0.00162055,0.00162055,0.00162055
77,3104.06,0.78029,0.51549,1.14748,0.01243,0.90469,0.81653,0.90517,0.70153,0.9081,0.69737,1.22123,0.00855,0.00161109,0.00161109,0.00161109
78,3144.21,0.78219,0.51606,1.12037,0.01204,0.89281,0.81055,0.88456,0.67568,0.89276,0.70863,1.19718,0.00801,0.00160154,0.00160154,0.00160154
79,3184.37,0.76185,0.50719,1.12066,0.00962,0.90618,0.81618,0.89802,0.68487,0.91006,0.66792,1.22482,0.00834,0.00159191,0.00159191,0.00159191
80,3224.32,0.79235,0.53194,1.12778,0.01173,0.91689,0.79519,0.8996,0.68824,0.9095,0.68383,1.20991,0.00825,0.00158219,0.00158219,0.00158219
81,3264.43,0.78728,0.53819,1.12072,0.01286,0.88168,0.82744,0.9028,0.68436,0.90449,0.69101,1.21427,0.00845,0.00157238,0.00157238,0.00157238
82,3304.47,0.73569,0.50827,1.10536,0.01153,0.87831,0.84127,0.89743,0.66857,0.89766,0.673,1.21009,0.00765,0.0015625,0.0015625,0.0015625
83,3344.5,0.75868,0.50495,1.12065,0.00991,0.91973,0.80379,0.9048,0.6876,0.92035,0.70322,1.234,0.00828,0.00155253,0.00155253,0.00155253
84,3384.19,0.778,0.52142,1.13222,0.01097,0.88121,0.82423,0.90576,0.69411,0.91866,0.70281,1.25066,0.00804,0.00154249,0.00154249,0.00154249
85,3424.23,0.75823,0.51003,1.11842,0.00956,0.89162,0.82796,0.89971,0.68452,0.92116,0.67948,1.23001,0.00751,0.00153236,0.00153236,0.00153236
86,3463.87,0.77169,0.52391,1.12846,0.01108,0.89232,0.83589,0.8983,0.68828,0.89906,0.66874,1.21679,0.00783,0.00152216,0.00152216,0.00152216
87,3504.02,0.79078,0.52062,1.13051,0.01308,0.90039,0.82693,0.90766,0.69913,0.90111,0.66938,1.20909,0.00794,0.00151189,0.00151189,0.00151189
88,3543.85,0.75596,0.48517,1.10185,0.00983,0.91971,0.80594,0.90299,0.69547,0.88837,0.66126,1.2116,0.00729,0.00150154,0.00150154,0.00150154
89,3583.95,0.75023,0.48257,1.08844,0.01147,0.90906,0.82079,0.9061,0.69352,0.90008,0.65853,1.20622,0.00816,0.00149112,0.00149112,0.00149112
90,3623.8,0.72755,0.47446,1.09355,0.00991,0.93845,0.8044,0.9144,0.70681,0.89179,0.64891,1.21088,0.00759,0.00148063,0.00148063,0.00148063
91,3663.74,0.75502,0.48748,1.11162,0.01054,0.91316,0.81106,0.90358,0.68726,0.92608,0.68225,1.21782,0.00825,0.00147008,0.00147008,0.00147008
92,3703.49,0.74726,0.47992,1.09973,0.01073,0.89834,0.81413,0.9015,0.69313,0.91261,0.68121,1.22199,0.00837,0.00145945,0.00145945,0.00145945
93,3743.36,0.74545,0.47783,1.08187,0.01025,0.90727,0.82156,0.9026,0.69062,0.91985,0.69235,1.24448,0.0081,0.00144876,0.00144876,0.00144876
94,3783.12,0.73311,0.4649,1.08672,0.00858,0.92162,0.79775,0.89725,0.69697,0.87945,0.68181,1.21619,0.00761,0.001438,0.001438,0.001438
95,3823.06,0.73698,0.47825,1.10449,0.00887,0.91935,0.79964,0.89944,0.68538,0.92475,0.68072,1.22983,0.00815,0.00142719,0.00142719,0.00142719
96,3862.84,0.75494,0.51352,1.11718,0.01042,0.89862,0.79519,0.89431,0.68441,0.90292,0.69455,1.22666,0.00709,0.00141631,0.00141631,0.00141631
97,3902.75,0.75873,0.50463,1.09944,0.00985,0.89178,0.81669,0.88744,0.68196,0.89495,0.68062,1.22482,0.00713,0.00140537,0.00140537,0.00140537
98,3942.54,0.73185,0.48916,1.11479,0.01048,0.88534,0.82235,0.8918,0.68311,0.88724,0.67244,1.23307,0.00682,0.00139438,0.00139438,0.00139438
99,3982.61,0.72922,0.49131,1.11651,0.01022,0.88656,0.80389,0.88313,0.6727,0.89195,0.69021,1.22342,0.00713,0.00138332,0.00138332,0.00138332
100,4022.78,0.74403,0.48758,1.10822,0.01124,0.92429,0.79385,0.90191,0.68811,0.88864,0.64248,1.22914,0.00724,0.00137222,0.00137222,0.00137222
101,4062.48,0.74937,0.49063,1.11762,0.01203,0.9127,0.81364,0.90846,0.70486,0.90855,0.65811,1.21815,0.00841,0.00136106,0.00136106,0.00136106
102,4102.22,0.72823,0.47754,1.09267,0.00982,0.92007,0.8193,0.90685,0.69703,0.8876,0.65577,1.19509,0.00733,0.00134985,0.00134985,0.00134985
103,4142.17,0.71481,0.46375,1.07928,0.00961,0.90965,0.81971,0.90626,0.70318,0.88107,0.65559,1.21708,0.00673,0.00133859,0.00133859,0.00133859
104,4181.99,0.70871,0.45094,1.0658,0.00935,0.937,0.80729,0.90235,0.69781,0.89531,0.67321,1.24137,0.00726,0.00132728,0.00132728,0.00132728
105,4221.76,0.72002,0.45233,1.06579,0.00918,0.90254,0.8126,0.8978,0.69793,0.90828,0.6809,1.23955,0.00778,0.00131593,0.00131593,0.00131593
106,4261.6,0.71777,0.47016,1.08175,0.00926,0.93542,0.80799,0.90339,0.70021,0.90237,0.6681,1.23239,0.00745,0.00130453,0.00130453,0.00130453
107,4301.47,0.69512,0.45566,1.06946,0.01256,0.91703,0.81516,0.90553,0.69775,0.89872,0.66815,1.23952,0.0073,0.00129309,0.00129309,0.00129309
108,4341.2,0.68525,0.44207,1.07402,0.00897,0.91766,0.80901,0.90284,0.69477,0.89829,0.65605,1.23425,0.00771,0.0012816,0.0012816,0.0012816
109,4381.08,0.71327,0.46023,1.088,0.00921,0.90128,0.82488,0.90882,0.69977,0.89935,0.66075,1.2443,0.00802,0.00127008,0.00127008,0.00127008
110,4420.83,0.70685,0.45615,1.06377,0.0091,0.90233,0.82309,0.89665,0.68467,0.8963,0.67649,1.22313,0.00717,0.00125852,0.00125852,0.00125852
111,4460.54,0.69214,0.44839,1.06724,0.00998,0.89818,0.82656,0.90743,0.70432,0.88013,0.65813,1.19918,0.00709,0.00124692,0.00124692,0.00124692
112,4500.13,0.70544,0.4439,1.05257,0.00954,0.88252,0.8424,0.89901,0.69679,0.89429,0.66392,1.20575,0.0074,0.00123529,0.00123529,0.00123529
113,4539.92,0.6922,0.44417,1.06362,0.00935,0.89755,0.84076,0.90937,0.70741,0.87448,0.654,1.19098,0.0069,0.00122363,0.00122363,0.00122363
114,4579.73,0.69188,0.44675,1.03918,0.00867,0.89897,0.83829,0.90658,0.69951,0.89147,0.66439,1.19536,0.00738,0.00121193,0.00121193,0.00121193
115,4619.74,0.68797,0.43094,1.04216,0.00891,0.92243,0.82028,0.90611,0.70368,0.888,0.67191,1.2056,0.00699,0.00120021,0.00120021,0.00120021
116,4659.32,0.68625,0.43867,1.03587,0.00868,0.9159,0.81972,0.9086,0.70097,0.88913,0.66701,1.19722,0.00738,0.00118845,0.00118845,0.00118845
117,4699.09,0.67408,0.43789,1.03694,0.00881,0.91768,0.83909,0.91642,0.71207,0.87338,0.63841,1.20245,0.00728,0.00117667,0.00117667,0.00117667
118,4739.06,0.65955,0.43764,1.0432,0.01106,0.90177,0.8469,0.90995,0.70487,0.86648,0.63157,1.20073,0.00679,0.00116487,0.00116487,0.00116487
119,4778.81,0.648,0.42712,1.05533,0.00948,0.91478,0.83564,0.9079,0.70832,0.87022,0.63745,1.21376,0.00683,0.00115304,0.00115304,0.00115304
120,4818.37,0.6469,0.42328,1.02607,0.00733,0.87977,0.84383,0.90929,0.70592,0.88474,0.66154,1.209,0.00634,0.0011412,0.0011412,0.0011412
121,4858.32,0.67741,0.43071,1.03604,0.0087,0.88717,0.83615,0.9019,0.70331,0.89258,0.6775,1.21201,0.00692,0.00112933,0.00112933,0.00112933
122,4898.35,0.66409,0.44389,1.06042,0.00964,0.89369,0.82646,0.90753,0.71029,0.8801,0.65379,1.20169,0.00671,0.00111745,0.00111745,0.00111745
123,4938.72,0.65006,0.43014,1.03287,0.00667,0.89087,0.83461,0.90117,0.69955,0.88286,0.64353,1.21172,0.00657,0.00110555,0.00110555,0.00110555
124,4979.18,0.66565,0.42252,1.05741,0.00882,0.91661,0.8273,0.90276,0.70148,0.87665,0.65568,1.22086,0.00637,0.00109364,0.00109364,0.00109364
125,5019.7,0.65728,0.41787,1.02004,0.00713,0.91664,0.84076,0.90487,0.7109,0.86768,0.65695,1.19804,0.00685,0.00108171,0.00108171,0.00108171
126,5065.25,0.63647,0.40682,1.01765,0.00691,0.92614,0.82386,0.90839,0.71436,0.86593,0.64853,1.20722,0.00675,0.00106977,0.00106977,0.00106977
127,5112.77,0.62945,0.40376,1.01246,0.00807,0.9191,0.83187,0.90689,0.70529,0.87332,0.63334,1.21122,0.00699,0.00105783,0.00105783,0.00105783
128,5155.83,0.64568,0.41982,1.02142,0.00757,0.92072,0.82488,0.90667,0.70806,0.89535,0.64873,1.22529,0.00686,0.00104588,0.00104588,0.00104588
129,5198.22,0.64342,0.40845,1.02363,0.00928,0.92142,0.81653,0.90226,0.70447,0.88313,0.65268,1.21648,0.00668,0.00103392,0.00103392,0.00103392
130,5240.39,0.61612,0.39808,1.00961,0.00671,0.90098,0.83769,0.91353,0.71316,0.88171,0.64012,1.22517,0.00659,0.00102196,0.00102196,0.00102196
131,5282.79,0.6332,0.41833,1.03811,0.00957,0.90719,0.83082,0.90629,0.70967,0.8789,0.65526,1.21169,0.00649,0.00101,0.00101,0.00101
132,5324.8,0.63055,0.41793,1.01723,0.00745,0.92835,0.8172,0.90603,0.71267,0.88573,0.68275,1.2043,0.00725,0.000998038,0.000998038,0.000998038
133,5367.24,0.61921,0.40459,1.01403,0.0072,0.91005,0.82369,0.90249,0.69995,0.88616,0.65284,1.19836,0.0069,0.000986078,0.000986078,0.000986078
134,5409.58,0.62667,0.41413,1.02245,0.00836,0.91827,0.82437,0.90475,0.7059,0.87976,0.6467,1.19654,0.00669,0.000974121,0.000974121,0.000974121
135,5451.75,0.60883,0.40342,1.00649,0.00813,0.90739,0.83279,0.91071,0.71933,0.86899,0.64641,1.20816,0.00649,0.00096217,0.00096217,0.00096217
136,5494.12,0.61275,0.39756,0.99363,0.0083,0.92123,0.83615,0.91165,0.71681,0.86989,0.62864,1.20442,0.00642,0.000950225,0.000950225,0.000950225
137,5536.51,0.61143,0.39396,1.01474,0.00667,0.92356,0.82335,0.90837,0.71348,0.87514,0.6526,1.22086,0.00621,0.00093829,0.00093829,0.00093829
138,5578.94,0.62194,0.40842,1.02654,0.00773,0.91316,0.82382,0.90441,0.70661,0.87555,0.64188,1.21177,0.00659,0.000926364,0.000926364,0.000926364
139,5621.32,0.60539,0.38976,1.00543,0.00765,0.93606,0.81701,0.91265,0.70896,0.88338,0.63069,1.19354,0.00642,0.000914451,0.000914451,0.000914451
140,5663.48,0.63378,0.4064,1.01576,0.0091,0.92555,0.82386,0.90979,0.71717,0.87392,0.64551,1.20392,0.0066,0.000902552,0.000902552,0.000902552
141,5705.97,0.59806,0.395,0.99674,0.00737,0.91658,0.82335,0.90729,0.71529,0.87781,0.64314,1.21253,0.00682,0.000890669,0.000890669,0.000890669
142,5748.06,0.60322,0.39314,1.01652,0.0069,0.9144,0.82587,0.91034,0.7164,0.873,0.65559,1.19719,0.00668,0.000878803,0.000878803,0.000878803
143,5790.5,0.61089,0.4052,1.01632,0.00693,0.9267,0.83513,0.90595,0.71183,0.86988,0.63379,1.20473,0.00667,0.000866956,0.000866956,0.000866956
144,5832.66,0.59134,0.39308,1.01122,0.00677,0.90475,0.83166,0.90446,0.70678,0.87211,0.63359,1.21581,0.00668,0.00085513,0.00085513,0.00085513
145,5874.92,0.60694,0.39171,1.01709,0.00641,0.90475,0.83308,0.90155,0.71122,0.87311,0.65821,1.21121,0.00711,0.000843327,0.000843327,0.000843327
146,5917.02,0.60382,0.40136,0.99464,0.00753,0.91143,0.83001,0.9047,0.71593,0.86874,0.63879,1.19861,0.00662,0.000831548,0.000831548,0.000831548
147,5959.32,0.59609,0.39175,1.00189,0.00728,0.91192,0.83231,0.91096,0.72022,0.85484,0.62144,1.18171,0.00625,0.000819795,0.000819795,0.000819795
148,6001.74,0.58499,0.37978,0.97399,0.00558,0.92694,0.81413,0.9079,0.71377,0.87285,0.64229,1.19425,0.00618,0.000808069,0.000808069,0.000808069
149,6044,0.60017,0.3843,1.00122,0.00677,0.90855,0.83052,0.8991,0.70265,0.87166,0.63837,1.2113,0.00663,0.000796374,0.000796374,0.000796374
150,6086.27,0.58549,0.37841,0.99816,0.00674,0.91462,0.82828,0.90902,0.72031,0.86494,0.64869,1.19081,0.00681,0.000784709,0.000784709,0.000784709
151,6128.69,0.58108,0.3781,0.9773,0.00755,0.91295,0.82703,0.90041,0.70919,0.8607,0.63557,1.19713,0.00624,0.000773077,0.000773077,0.000773077
152,6170.89,0.58064,0.37505,0.97936,0.00606,0.88781,0.83871,0.90519,0.71225,0.8645,0.6605,1.19271,0.00695,0.00076148,0.00076148,0.00076148
153,6213.63,0.57556,0.37058,0.9793,0.00615,0.90828,0.84173,0.90809,0.72024,0.85716,0.64433,1.19543,0.00656,0.00074992,0.00074992,0.00074992
154,6255.99,0.55663,0.36644,0.98456,0.00638,0.90913,0.83506,0.90747,0.71519,0.86523,0.65125,1.20712,0.00675,0.000738397,0.000738397,0.000738397
155,6298.38,0.58407,0.38936,1.00718,0.00857,0.92535,0.81516,0.90083,0.71022,0.85735,0.63239,1.20514,0.00646,0.000726914,0.000726914,0.000726914
156,6340.42,0.5662,0.37452,0.9716,0.00622,0.90097,0.83103,0.90638,0.71559,0.86092,0.66871,1.20635,0.00648,0.000715472,0.000715472,0.000715472
157,6382.67,0.58756,0.39035,0.97037,0.00672,0.92273,0.82386,0.90463,0.71475,0.85469,0.63321,1.1991,0.00615,0.000704073,0.000704073,0.000704073
158,6424.81,0.56982,0.37551,0.97377,0.00719,0.92813,0.80901,0.90981,0.71287,0.87095,0.63941,1.22061,0.00696,0.000692719,0.000692719,0.000692719
159,6467.24,0.56634,0.37186,0.97614,0.00587,0.89108,0.842,0.90171,0.70381,0.86535,0.62072,1.2128,0.00641,0.000681411,0.000681411,0.000681411
160,6509.49,0.5699,0.37101,0.97657,0.00681,0.92288,0.82744,0.90503,0.71882,0.86619,0.64068,1.22057,0.00657,0.000670151,0.000670151,0.000670151
161,6551.69,0.56566,0.37136,0.9667,0.00545,0.90817,0.82181,0.89897,0.71485,0.8555,0.64218,1.19998,0.00652,0.000658941,0.000658941,0.000658941
162,6593.84,0.56883,0.36674,0.9952,0.00619,0.89583,0.8341,0.89952,0.70798,0.85377,0.63595,1.19974,0.00601,0.000647782,0.000647782,0.000647782
